id	time	电需求	热需求	泛能机产电量	泛能机产热量	泛能机消耗燃气量	补燃锅炉产热量	补燃锅炉消耗燃气量	泛能机电效率	泛能机热效率	补燃锅炉热效率	市电	市热	光伏消耗	光伏存储	光伏产电量	光热消耗	光热存储	光热产热量	储电量	储热量
3397	05/21 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.10 	0.00 	0.48 	0.00 	0.48 	0.00 	2.408506517	2.41 	0.00 	7.00 
3398	05/21 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.19 	1.04 	0.00 	5.179625082	5.18 	0.19 	7.00 
3399	05/21 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.01 	0.85 	0.00 	4.272926174	4.27 	0.20 	7.00 
3400	05/21 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.38 	0.00 	0.27 	0.00 	0.27 	0.00 	1.328065953	1.33 	0.00 	7.00 
3401	05/21 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.23 	0.00 	0.17 	0.00 	0.17 	0.00 	0.859964712	0.86 	0.00 	7.00 
3402	05/21 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.90 	0.00 	0.21 	0.00 	0.21 	0.60 	0.425048348	1.03 	0.00 	7.00 
3403	05/21 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.26 	0.00 	0.01 	0.00 	0.01 	0.07 	0	0.07 	0.00 	6.46 
3404	05/21 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	4.40 
3405	05/21 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	2.33 
3406	05/21 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.27 
3407	05/21 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.27 
3408	05/21 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.27 
3409	05/22 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.27 
3410	05/22 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.27 
3411	05/22 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.27 
3412	05/22 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.27 
3413	05/22 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.04 	0.00 	0.03 	0.00 	0.03 	0.00 	0.15163488	0.15 	0.00 	0.42 
3414	05/22 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.69 	0.00 	0.50 	0.00 	0.50 	1.02 	1.502316541	2.52 	0.00 	1.91 
3415	05/22 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.45 	0.00 	0.38 	0.00 	0.38 	1.02 	0.855767108	1.88 	0.00 	2.75 
3416	05/22 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.86 	0.00 	0.34 	0.00 	0.34 	1.02 	0.677486805	1.70 	0.00 	3.42 
3417	05/22 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.40 	0.77 	0.00 	3.867613884	3.87 	0.39 	7.00 
3418	05/22 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.02 	0.55 	0.00 	2.751786319	2.75 	0.41 	7.00 
3419	05/22 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.08 	0.61 	0.00 	3.070942432	3.07 	0.49 	7.00 
3420	05/22 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.64 	0.00 	0.64 	0.00 	3.182735223	3.18 	0.28 	7.00 
3421	05/22 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.20 	1.05 	0.00 	5.227368664	5.23 	0.48 	7.00 
3422	05/22 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.09 	0.94 	0.00 	4.683533959	4.68 	0.57 	7.00 
3423	05/22 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.77 	0.00 	0.77 	0.00 	3.866016822	3.87 	0.50 	7.00 
3424	05/22 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.01 	0.00 	0.34 	0.00 	0.34 	0.00 	1.696478189	1.70 	0.00 	7.00 
3425	05/22 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.18 	0.00 	0.22 	0.00 	0.22 	0.00 	1.10086582	1.10 	0.00 	7.00 
3426	05/22 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.99 	0.00 	0.11 	0.00 	0.11 	0.55 	0	0.55 	0.00 	6.95 
3427	05/22 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.25 	0.00 	0.02 	0.00 	0.02 	0.09 	0	0.09 	0.00 	6.43 
3428	05/22 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	4.37 
3429	05/22 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	2.30 
3430	05/22 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.24 
3431	05/22 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.24 
3432	05/22 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.24 
3433	05/23 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.24 
3434	05/23 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.24 
3435	05/23 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.24 
3436	05/23 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.24 
3437	05/23 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.03 	0.00 	0.04 	0.00 	0.04 	0.00 	0.207867534	0.21 	0.00 	0.45 
3438	05/23 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.95 	0.00 	0.25 	0.00 	0.25 	1.02 	0.208460956	1.23 	0.00 	0.65 
3439	05/23 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.34 	0.00 	0.49 	0.00 	0.49 	1.02 	1.428600567	2.45 	0.00 	2.07 
3440	05/23 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.44 	0.00 	0.75 	0.00 	0.75 	1.02 	2.745066917	3.77 	0.00 	4.79 
3441	05/23 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.63 	1.01 	0.00 	5.03370606	5.03 	0.62 	7.00 
3442	05/23 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.69 	1.22 	0.00 	6.093637486	6.09 	1.30 	7.00 
3443	05/23 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.83 	1.36 	0.00 	6.798268565	6.80 	2.11 	7.00 
3444	05/23 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.57 	1.41 	0.00 	7.045137493	7.05 	2.66 	7.00 
3445	05/23 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.52 	1.36 	0.00 	6.797512359	6.80 	3.00 	7.00 
3446	05/23 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.38 	1.22 	0.00 	6.092208185	6.09 	3.00 	7.00 
3447	05/23 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.16 	1.01 	0.00 	5.031772963	5.03 	3.00 	7.00 
3448	05/23 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.75 	0.00 	0.75 	0.00 	3.762881666	3.76 	2.91 	7.00 
3449	05/23 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.49 	0.00 	0.49 	0.00 	2.446499197	2.45 	1.97 	7.00 
3450	05/23 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.25 	0.00 	0.25 	0.60 	0.62661174	1.23 	0.08 	7.00 
3451	05/23 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.15 	0.00 	0.04 	0.00 	0.04 	0.21 	0	0.21 	0.00 	6.60 
3452	05/23 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	4.54 
3453	05/23 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	2.48 
3454	05/23 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.41 
3455	05/23 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.41 
3456	05/23 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.41 
3457	05/24 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.41 
3458	05/24 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.41 
3459	05/24 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.41 
3460	05/24 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.41 
3461	05/24 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.03 	0.00 	0.04 	0.00 	0.04 	0.00 	0.215936804	0.22 	0.00 	0.63 
3462	05/24 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.95 	0.00 	0.25 	0.00 	0.25 	1.02 	0.205519114	1.23 	0.00 	0.83 
3463	05/24 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.34 	0.00 	0.49 	0.00 	0.49 	1.02 	1.411453315	2.43 	0.00 	2.23 
3464	05/24 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.45 	0.00 	0.75 	0.00 	0.75 	1.02 	2.711697148	3.73 	0.00 	4.91 
3465	05/24 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.62 	1.00 	0.00 	4.984197655	4.98 	0.61 	7.00 
3466	05/24 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.68 	1.21 	0.00 	6.03034397	6.03 	1.27 	7.00 
3467	05/24 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.82 	1.35 	0.00 	6.725729226	6.73 	2.07 	7.00 
3468	05/24 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.55 	1.39 	0.00 	6.969236269	6.97 	2.61 	7.00 
3469	05/24 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.50 	1.34 	0.00 	6.724888883	6.72 	3.00 	7.00 
3470	05/24 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.36 	1.21 	0.00 	6.028915182	6.03 	3.00 	7.00 
3471	05/24 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.15 	1.00 	0.00 	4.982348696	4.98 	3.00 	7.00 
3472	05/24 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.75 	0.00 	0.75 	0.00 	3.729679915	3.73 	2.90 	7.00 
3473	05/24 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.49 	0.00 	0.49 	0.00 	2.429436082	2.43 	1.96 	7.00 
3474	05/24 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.24 	0.00 	0.24 	0.60 	0.623753907	1.22 	0.07 	7.00 
3475	05/24 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.16 	0.00 	0.04 	0.00 	0.04 	0.21 	0	0.21 	0.00 	6.61 
3476	05/24 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	4.55 
3477	05/24 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	2.48 
3478	05/24 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.42 
3479	05/24 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.42 
3480	05/24 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.42 
3481	05/25 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.42 
3482	05/25 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.42 
3483	05/25 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.42 
3484	05/25 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.42 
3485	05/25 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.02 	0.00 	0.05 	0.00 	0.05 	0.00 	0.249138443	0.25 	0.00 	0.67 
3486	05/25 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.92 	0.00 	0.27 	0.00 	0.27 	1.02 	0.343032784	1.36 	0.00 	1.01 
3487	05/25 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.29 	0.00 	0.54 	0.00 	0.54 	1.02 	1.672275371	2.69 	0.00 	2.66 
3488	05/25 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.37 	0.00 	0.82 	0.00 	0.82 	1.02 	3.104653371	4.12 	0.00 	5.74 
3489	05/25 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.73 	1.10 	0.00 	5.503824535	5.50 	0.71 	7.00 
3490	05/25 09	0.94 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.94 	0.39 	1.33 	0.00 	6.65545953	6.66 	1.10 	7.00 
3491	05/25 10	1.76 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	1.48 	0.00 	1.48 	0.00 	7.420694823	7.42 	0.82 	7.00 
3492	05/25 11	2.49 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.15 	0.00 	1.54 	0.00 	1.54 	0.00 	7.68882935	7.69 	0.00 	7.00 
3493	05/25 12	3.11 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.62 	0.00 	1.48 	0.00 	1.48 	0.00 	7.419938104	7.42 	0.00 	7.00 
3494	05/25 13	4.13 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.80 	0.00 	1.33 	0.00 	1.33 	0.00 	6.653946605	6.65 	0.00 	7.00 
3495	05/25 14	3.85 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.75 	0.00 	1.10 	0.00 	1.10 	0.00 	5.501807301	5.50 	0.00 	7.00 
3496	05/25 15	4.16 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.34 	0.00 	0.82 	0.00 	0.82 	0.00 	4.122468121	4.12 	0.00 	7.00 
3497	05/25 16	3.64 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.10 	0.00 	0.54 	0.00 	0.54 	0.00 	2.690090121	2.69 	0.00 	7.00 
3498	05/25 17	2.85 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.57 	0.00 	0.27 	0.00 	0.27 	0.60 	0.761183568	1.36 	0.00 	7.00 
3499	05/25 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.22 	0.00 	0.05 	0.00 	0.05 	0.25 	0	0.25 	0.00 	6.64 
3500	05/25 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	4.58 
3501	05/25 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	2.52 
3502	05/25 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.45 
3503	05/25 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.45 
3504	05/25 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.45 
3505	05/26 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.45 
3506	05/26 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.45 
3507	05/26 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.45 
3508	05/26 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.45 
3509	05/26 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.02 	0.00 	0.05 	0.00 	0.05 	0.00 	0.23325209	0.23 	0.00 	0.68 
3510	05/26 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.95 	0.00 	0.25 	0.00 	0.25 	1.02 	0.213840458	1.23 	0.00 	0.90 
3511	05/26 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.34 	0.00 	0.49 	0.00 	0.49 	1.02 	1.406830403	2.43 	0.00 	2.29 
3512	05/26 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.45 	0.00 	0.74 	0.00 	0.74 	1.02 	2.691608182	3.71 	0.00 	4.95 
3513	05/26 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.62 	0.99 	0.00 	4.948222465	4.95 	0.60 	7.00 
3514	05/26 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.67 	1.20 	0.00 	5.980415394	5.98 	1.26 	7.00 
3515	05/26 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.80 	1.33 	0.00 	6.666302929	6.67 	2.04 	7.00 
3516	05/26 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.54 	1.38 	0.00 	6.906531198	6.91 	2.57 	7.00 
3517	05/26 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.49 	1.33 	0.00 	6.665630346	6.67 	3.00 	7.00 
3518	05/26 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.35 	1.20 	0.00 	5.97915488	5.98 	3.00 	7.00 
3519	05/26 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.15 	0.99 	0.00 	4.946457129	4.95 	3.00 	7.00 
3520	05/26 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.74 	0.00 	0.74 	0.00 	3.709758966	3.71 	2.90 	7.00 
3521	05/26 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.48 	0.00 	0.48 	0.00 	2.424981187	2.42 	1.96 	7.00 
3522	05/26 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.25 	0.00 	0.25 	0.60 	0.632243525	1.23 	0.06 	7.00 
3523	05/26 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.16 	0.00 	0.05 	0.00 	0.05 	0.23 	0	0.23 	0.00 	6.63 
3524	05/26 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	4.56 
3525	05/26 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	2.50 
3526	05/26 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.44 
3527	05/26 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.44 
3528	05/26 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.44 
3529	05/27 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.44 
3530	05/27 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.44 
3531	05/27 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.44 
3532	05/27 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.44 
3533	05/27 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.02 	0.00 	0.05 	0.00 	0.05 	0.00 	0.258636646	0.26 	0.00 	0.69 
3534	05/27 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.93 	0.00 	0.27 	0.00 	0.27 	1.02 	0.306216737	1.33 	0.00 	1.00 
3535	05/27 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.31 	0.00 	0.52 	0.00 	0.52 	1.02 	1.578050004	2.60 	0.00 	2.56 
